book_id,goodreads_book_id,books_count,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
4366,7723797,35,"Alexander Osterwalder, Yves Pigneur",2010.0,Business Model Generation,Business Model Generation,eng,4.16,20389,22933,464,452,937,3654,7281,10609
4367,10954979,37,Stephen Greenblatt,2011.0,The Swerve: How the World Became Modern,The Swerve: How the World Became Modern,eng,3.83,13405,20790,2179,810,1553,4569,7209,6649
4368,10108,34,Margaret George,1986.0,"The Autobiography of Henry VIII. With Notes by His Fool, Will Somers","The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",en-US,4.25,22571,23288,816,219,547,3478,8030,11014
4369,3717,47,Chuck Palahniuk,2004.0,Stranger Than Fiction: True Stories,Stranger than Fiction,eng,3.56,18091,20204,754,498,2071,6911,7003,3721
4370,570172,53,Norman Doidge,2007.0,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,en-US,4.2,19319,22206,1651,333,681,3303,7791,10098
4371,61181,51,Larry Niven,1979.0,The Ringworld Engineers ,The Ringworld Engineers (Ringworld #2),eng,3.86,22047,23934,443,199,1277,6542,9558,6358
4372,7766027,38,Barry Lyga,2012.0,I Hunt Killers,"I Hunt Killers (Jasper Dent, #1)",en-CA,4.02,25487,26849,3349,683,1303,5049,9641,10173
4373,17880714,20,K. Bromberg,2014.0,Crashed,"Crashed (Driven, #3)",eng,4.56,32520,35153,3237,203,533,2514,7993,23910
4374,23398625,29,J. Ryan Stradal,2015.0,Kitchens of the Great Midwest,Kitchens of the Great Midwest,eng,3.77,21071,23667,3661,582,1569,6011,9993,5512
4375,1031461,11,"Ann McGovern, Winslow Pinney Pels, Winslow Pinn, Ey Pels",1971.0,Stone Soup,Stone Soup,en-US,4.28,25518,25537,184,189,680,4348,6994,13326
4377,15734464,41,"James Patterson, Maxine Paetro",2013.0,12th of Never,"12th of Never (Women's Murder Club, #12)",en-US,3.99,19998,26821,1941,225,1156,6212,10408,8820
4378,15790883,27,Brian  McClellan,2013.0,Promise of Blood,"Promise of Blood (Powder Mage, #1)",eng,4.16,21192,24964,1834,260,801,3480,10602,9821
4379,294042,70,James Rollins,2006.0,Black Order,"Black Order (Sigma Force, #3)",eng,4.14,22321,25329,893,141,638,4463,10309,9778
4380,2199587,74,Karin Slaughter,2008.0,Fractured,"Fractured (Will Trent, #2)",en-US,4.18,23256,27091,1290,124,481,4219,11784,10483
4381,28763485,45,Nicola Yoon,2016.0,The Sun Is Also a Star,The Sun Is Also a Star,eng,4.14,42363,46465,8878,564,1783,7414,17406,19298
4382,23717678,31,"James Patterson, David Ellis",2015.0,The Murder House,The Murder House,eng,4.05,13837,23568,2191,376,984,4239,9424,8545
4383,38180,109,Nevil Shute,1957.0,On the Beach,On the Beach,eng,3.92,24401,27734,1837,426,1512,6327,10966,8503
4384,22749994,47,Nick Hornby,2014.0,Funny Girl,Funny Girl,eng,3.37,17151,21589,2787,661,2822,8480,7209,2417
4385,6257535,49,Edward Rutherfurd,2009.0,New York,New York,eng,4.1,16106,23926,2442,230,829,4277,9629,8961
4386,20764879,21,"V.E. Schwab, Victoria Schwab",2016.0,A Gathering of Shadows,"A Gathering of Shadows (Shades of Magic, #2)",eng,4.33,29389,35079,6274,140,670,3676,13464,17129
4387,65948,53,Dean Koontz,2000.0,From the Corner of His Eye,From the Corner of His Eye,en-US,4.0,23641,25002,1016,377,1257,5580,8602,9186
4388,9833,75,"Haruki Murakami, Philip Gabriel, Jay Rubin",2006.0," めくらやなぎと、眠る女 [Mekurayanagi to, nemuru onna]","Blind Willow, Sleeping Woman",eng,3.83,19216,23710,1600,183,1148,6523,10522,5334
4389,2815949,6,"Ina Garten, Quentin Bacon",2008.0,Barefoot Contessa Back to Basics,Barefoot Contessa Back to Basics,eng,4.23,22228,22305,199,654,708,2960,6541,11442
4390,31100,49,Jane Green,2002.0,To Have and to Hold ,To Have and to Hold,eng,3.61,21001,22305,516,549,1972,7681,7444,4659
4391,80570,23,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,Smashed: Story of a Drunken Girlhood,en-US,3.5,20658,21089,1181,819,2643,6990,6462,4175
4392,9355,61,John Irving,2005.0,Until I Find You,Until I Find You,eng,3.61,20784,21984,1438,854,2230,6278,7793,4829
4393,6380822,35,Bree Despain,2009.0,The Dark Divine,"The Dark Divine (The Dark Divine, #1)",eng,3.81,33209,34463,2473,1294,2972,8340,10349,11508
4395,241823,91,Clarissa Pinkola Estés,1992.0,Women Who Run With the Wolves,Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,eng,4.15,21127,24120,1682,646,1355,3671,6472,11976
4396,169879,23,"Patricia C. Wrede, Peter de Sève",1993.0,,"Calling on Dragons (Enchanted Forest Chronicles, #3)",en-US,4.2,33925,35027,570,453,1051,6040,11137,16346
4398,2467566,84,Chris Anderson,2006.0,The Long Tail: Why the Future of Business Is Selling Less of More,The Long Tail: Why the Future of Business is Selling Less of More,en-US,3.83,14932,22270,669,680,1387,5343,8487,6373
4399,54270,573,Adolf Hitler,1925.0,Mein Kampf,Mein Kampf,en-US,3.13,16285,23637,2272,3362,4062,6913,4851,4449
4400,31098,38,Jane Green,2006.0,Swapping Lives,Swapping Lives,eng,3.56,22521,24000,1007,650,2314,8532,7875,4629
4401,4201106,49,Louise Penny,2008.0,"A Rule Against Murder (Armand Gamache, #4)","A Rule Against Murder (Chief Inspector Armand Gamache, #4)",en-US,4.21,22817,27667,2239,133,423,3869,12449,10793
4402,12951824,67,Nora Roberts,2012.0,The Perfect Hope,"The Perfect Hope (Inn Boonsboro, #3)",eng,4.14,23185,30797,2051,193,934,5746,11466,12458
4403,12368985,15,Aleatha Romig,2011.0,Consequences,"Consequences (Consequences, #1)",eng,3.97,29809,35592,5338,2241,2322,5261,10336,15432
4404,783127,65,Sean Covey,1997.0,The 7 Habits Of Highly Effective Teens,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,eng,4.01,19240,21057,1508,820,1218,3786,6392,8841
4405,7150174,30,Tom Angleberger,2010.0,The Strange Case of Origami Yoda,"The Strange Case of Origami Yoda (Origami Yoda, #1)",eng,3.9,23322,23852,2871,872,1529,5130,7993,8328
4406,33727,52,Jennifer Crusie,1996.0,Welcome to Temptation,"Welcome to Temptation (Dempseys, #1)",eng,3.94,27123,28809,1021,604,1591,6621,9983,10010
4407,8537327,22,Thanhha Lai,2011.0,Inside Out & Back Again,Inside Out & Back Again,eng,4.09,22972,27186,4249,645,1082,4467,10016,10976
4408,12995284,31,Josephine Angelini,2012.0,Dreamless,"Dreamless (Starcrossed, #2)",eng,4.2,30424,33819,2230,441,1172,5207,11322,15677
4409,13323842,7,Abbi Glines,2012.0,Predestined,"Predestined (Existence Trilogy, #2)",en-GB,4.09,33711,33926,1462,466,1531,6305,11698,13926
4410,349254,10,Jude Fisher,,,The Lord of the Rings: The Return of the King: Visual Companion,eng,4.59,17526,17641,28,157,202,1259,3458,12565
4411,37875,34,Guy Kawasaki,2004.0,"The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything","The Art of the Start: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything",en-US,3.82,18466,18796,404,773,1344,4613,5888,6178
4412,7099273,19,"Wes  Moore, Tavis Smiley",2010.0,"The Other Wes Moore: One Name, Two Fates","The Other Wes Moore: One Name, Two Fates",en-GB,3.77,19964,23269,3168,296,1401,6737,9790,5045
4413,86643,61,Ariana Franklin,2007.0,Mistress of the Art of Death,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",en-US,3.95,27332,29208,2642,640,1451,6150,11492,9475
4414,89284,11,Tucker Max,2008.0,Assholes Finish First,"Assholes Finish First (Tucker Max, #2)",en-US,3.64,19838,20984,772,1278,2103,5413,6248,5942
4416,73086,54,Susan Elizabeth Phillips,1996.0,Kiss an Angel ,Kiss an Angel,eng,4.21,32191,35438,2262,547,1297,5431,11099,17064
4417,7815744,53,Dan Ariely,2010.0,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,en-US,4.0,22422,23562,799,361,1070,5036,8953,8142
4418,12358,15,"Sarah Vowell, Katherine Streeter",2002.0,The Partly Cloudy Patriot,The Partly Cloudy Patriot,eng,3.9,22819,23818,1368,525,1111,5321,10182,6679
4419,34898,81,Ruth Stiles Gannett,1948.0,My Father's Dragon (My Father's Dragon Trilogy),"My Father's Dragon (My Father's Dragon, #1)",eng,4.09,25905,26842,1233,521,1224,5101,8553,11443
4420,18505832,32,Greg Iles,2014.0,Natchez Burning,Natchez Burning,eng,4.12,18722,23806,3121,416,941,3560,9256,9633
4422,32416,94,Thomas Harris,2006.0,Hannibal Rising,"Hannibal Rising (Hannibal Lecter, #4)",en-US,3.44,22767,25973,1317,1468,3733,8087,7174,5511
4423,238126,76,J.D. Robb,1996.0,Immortal in Death ,"Immortal in Death (In Death, #3)",eng,4.26,29315,34987,1307,100,524,5284,13284,15795
4424,6696602,24,Sherrilyn Kenyon,2010.0,inf,"Infinity (Chronicles of Nick, #1)",en-US,4.04,31598,34312,2731,948,1904,6253,10769,14438
4425,2149535,38,Laurell K. Hamilton,2007.0,"Blood Noir (Anita Blake, Vampire Hunter, #16)","Blood Noir (Anita Blake, Vampire Hunter #16)",en-US,3.85,32159,34278,939,1185,3096,7873,9815,12309
4426,5933841,46,Thomas Pynchon,2009.0,Inherent Vice,Inherent Vice,eng,3.71,18109,20909,2145,533,1575,5591,8887,4323
4427,10914,14,Jodi Picoult,1992.0,Songs of the Humpback Whale: A Novel in Five Voices,Songs of the Humpback Whale,en-US,3.19,24756,25894,1834,1993,4813,9104,6263,3721
4428,6945530,71,"Guillermo del Toro, Chuck Hogan",2011.0,The Night Eternal,"The Night Eternal (The Strain Trilogy, #3)",en-US,3.67,18773,23194,1987,522,2195,6942,8216,5319
4429,86147,48,Jay McInerney,1984.0,"Bright Lights, Big City","Bright Lights, Big City",eng,3.74,21227,23006,1244,381,1668,6727,9056,5174
4430,16158519,68,Nora Roberts,2013.0,Whiskey Beach,Whiskey Beach,eng,3.96,19769,26780,2207,421,1313,6101,10128,8817
4431,14755,26,Jennifer Weiner,2006.0,The Guy Not Taken: Stories,The Guy Not Taken: Stories,en-US,3.46,20420,21414,1148,773,2706,7656,6387,3892
4432,1894269,21,Robert Kirkman,2008.0,"The Walking Dead, Vol. 8: Made To Suffer","The Walking Dead, Vol. 08: Made to Suffer",eng,4.47,22017,22799,776,118,323,2007,6660,13691
4433,6337006,27,Kresley Cole,2010.0,Pleasure of a Dark Prince ,Pleasure of a Dark Prince (Immortals After Dark #9),eng,4.41,32358,34474,1080,134,516,3588,11006,19230
4434,858037,37,Syd Hoff,1958.0,Danny and the Dinosaur,Danny and the Dinosaur (An I Can Read Book),en-US,4.0,24985,25375,303,455,1547,6092,6735,10546
4435,51799,609,"Giovanni Boccaccio, G.H. McWilliam",1353.0,Il decamerone,The Decameron,eng,3.86,22800,26314,782,449,1797,6719,9310,8039
4436,9893331,22,Sara Shepard,2011.0,Twisted,"Twisted (Pretty Little Liars, #9)",en-US,4.05,24251,25519,1159,433,1422,5342,7504,10818
4437,25010281,55,Michael Connelly,2015.0,The Crossing,"The Crossing (Harry Bosch, #20; Mickey Haller, #7; Harry Bosch Universe, #25)",eng,4.21,17428,26621,2426,128,361,3599,12135,10398
4440,40223,35,Jacqueline Carey,2003.0,Kushiel's Avatar,"Kushiel's Avatar (Phèdre's Trilogy, #3)",eng,4.37,25782,28363,745,285,683,3213,8248,15934
4441,5787,123,"Jorge Luis Borges, Andrew Hurley",1947.0,El Aleph,The Aleph and Other Stories ,eng,4.39,16590,22638,799,175,581,2414,6562,12906
4442,18134249,16,Rachel Van Dyken,2013.0,Ruin,"Ruin (Ruin, #1)",eng,4.19,35844,36447,3787,685,1542,5362,11368,17490
4443,2054,152,Raymond Chandler,1953.0,The Long Goodbye,"The Long Goodbye (Philip Marlowe, #6)",eng,4.23,22503,24917,1509,123,514,3745,9786,10749
4444,2050,132,Raymond Chandler,1940.0,"Farewell, My Lovely","Farewell, My Lovely (Philip Marlowe, #2)",eng,4.17,21864,24020,1145,87,505,4045,10063,9320
4445,24779,66,Lloyd Alexander,1966.0,The Castle of Llyr,The Castle of Llyr (The Chronicles of Prydain #3),eng,4.07,27425,28880,738,197,718,6299,11196,10470
4446,6289938,30,Rachel Caine,2009.0,Fade Out,"Fade Out (The Morganville Vampires, #7)",en-US,4.2,32918,34915,854,263,1052,6319,11057,16224
4447,508903,50,Lilian Jackson Braun,1966.0,The Cat Who Could Read Backwards,"The Cat Who Could Read Backwards (Cat Who..., #1)",eng,3.84,23114,24710,956,470,1467,7077,8187,7509
4448,15993374,12,Nyrae Dawn,2012.0,Charade,"Charade (Games, #1)",eng,3.98,35216,36295,2006,666,1693,7756,13665,12515
4449,12959086,19,"Rick Riordan, Haley Riordan",2012.0,The Demigod Diaries,The Demigod Diaries,eng,4.19,28461,32365,1448,180,960,6037,10542,14646
4450,17032328,21,Courtney Cole,2013.0,If You Stay,"If You Stay (Beautifully Broken, #1)",eng,3.94,31388,33374,1948,567,1689,7491,12981,10646
4451,20170296,18,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014.0,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,21596,23134,3047,909,1350,5080,8495,7300
4452,128756,79,Kathy Reichs,1999.0,Death du Jour,"Death du Jour (Temperance Brennan, #2)",en-US,3.96,27715,31213,1159,176,962,7765,13468,8842
4453,313631,44,Josh McDowell,1977.0,More Than a Carpenter,More Than a Carpenter,eng,4.19,19269,20131,393,331,754,3346,6067,9633
4454,1137215,33,Cherie Priest,2009.0,Boneshaker ,"Boneshaker (The Clockwork Century, #1)",eng,3.5,26202,27742,3735,991,3246,9021,9959,4525
4455,165395,35,Rita Mae Brown,1973.0,Rubyfruit Jungle,Rubyfruit Jungle,eng,3.88,22583,24632,804,487,1481,6110,8909,7645
4456,12588363,56,Lauren Kate,2012.0,Fallen in Love,"Fallen in Love (Fallen, #3.5)",eng,3.77,30759,33324,1652,1069,3330,8977,8737,11211
4457,18225810,14,Raina Telgemeier,2014.0,Sisters,Sisters,eng,4.29,23347,29031,3290,344,775,4020,8866,15026
4458,536982,32,D.J. MacHale,2003.0,The Never War,"The Never War (Pendragon, #3)",eng,4.12,24219,25245,474,266,914,4836,8727,10502
4459,15566,52,Terry Brooks,1992.0,The Elf Queen of Shannara ,"The Elf Queen of Shannara (Heritage of Shannara, #3)",eng,4.02,23895,25677,182,208,971,5834,9769,8895
4460,201342,41,Brian Jacques,1990.0,Mattimeo,"Mattimeo (Redwall, #3)",eng,4.02,26345,27627,376,128,852,6515,10904,9228
4461,22886612,24,James S.A. Corey,2015.0,Nemesis Games,"Nemesis Games (The Expanse, #5)",eng,4.37,20681,23686,1605,34,216,2161,9858,11417
4463,5509321,17,David Baldacci,2009.0,First Family,"First Family (Sean King & Michelle Maxwell, #4)",en-US,3.98,22203,26455,1692,184,837,6038,11692,7704
4464,257845,94,Charles Portis,1968.0,True Grit,True Grit,en-US,4.12,21199,27697,3761,179,842,4674,11646,10356
4465,653396,67,Susan  Jeffers,1987.0,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,Feel the Fear and Do It Anyway,en-US,4.01,18278,20087,672,446,1070,4183,6482,7906
4466,17792606,23,Katy Evans,2013.0,Mine,"Mine (Real, #2)",eng,4.29,39411,41080,3107,525,1410,5276,12332,21537
4467,13538552,39,Matthew Dicks,2012.0,Memoirs of an Imaginary Friend,Memoirs of an Imaginary Friend,eng,4.1,18344,24050,4043,315,994,4062,9264,9415
4468,4835,94,"Salman Rushdie, Paul Birkbeck",1990.0,Haroun and the Sea of Stories,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",eng,4.01,19221,23699,1941,363,1248,4862,8540,8686
4469,16058610,16,Susan Crandall,2013.0,,Whistling Past the Graveyard,eng,4.04,20168,22264,3180,260,718,3980,10159,7147
4470,13450339,24,Kresley Cole,2012.0,Poison Princess,"Poison Princess (The Arcana Chronicles, #1)",en-US,4.14,25679,31742,3753,1047,1457,4478,9652,15108
4471,83143,62,Paullina Simons,2003.0,"Tatiana and Alexander (The Bronze Horseman, #2)","Tatiana and Alexander (The Bronze Horseman, #2)",en-GB,4.3,20654,26207,2067,232,688,3456,8424,13407
4472,17910124,33,Brian Staveley,2014.0,The Emperor's Blades,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",eng,4.15,19877,23710,1882,222,739,3328,10346,9075
4473,18723,67,Monica Ali,2003.0,Brick Lane,Brick Lane,eng,3.38,21002,23469,1572,1028,3050,8342,7968,3081
4474,18079804,72,Sally Green,2014.0,Half Bad,"Half Bad (The Half Bad Trilogy, #1)",eng,3.8,26913,33104,5550,819,2377,8114,12925,8869
4475,53639,189,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946.0,Βίος και πολιτεία του Αλέξη Ζορμπά,Zorba the Greek,eng,4.1,15203,23643,2393,523,1241,3903,7770,10206
4476,598117,52,"William H. Armstrong, James Barkley",1969.0,Sounder,Sounder,en-US,3.96,24061,24800,919,489,1354,5723,8227,9007
4477,11337189,39,"Lawrence M. Krauss, Richard Dawkins",2012.0,A Universe from Nothing: Why There Is Something Rather Than Nothing,A Universe from Nothing: Why There Is Something Rather Than Nothing,eng,3.92,17204,19149,1038,641,1048,3926,7047,6487
4478,1970449,25,"Slash, Anthony Bozza",2007.0,Slash,Slash,en-US,3.96,17989,19266,977,292,1020,4390,7049,6515
4479,6582637,34,Nalini Singh,2010.0,,"Archangel's Kiss (Guild Hunter, #2)",eng,4.24,35843,39528,1798,335,1196,5807,13578,18612
4480,8475505,14,Rachel Hawkins,2014.0,Rebel Belle,"Rebel Belle (Rebel Belle, #1)",eng,3.88,30506,31958,5046,770,1985,7198,12208,9797
4481,32254,81,Tess Gerritsen,2006.0,The Mephisto Club,"The Mephisto Club (Rizzoli & Isles, #6)",eng,4.01,23378,27848,1405,189,1004,6237,11253,9165
4482,73297,27,Francine Rivers,1995.0,The Scarlet Thread ,The Scarlet Thread ,eng,4.14,21233,22189,715,235,821,4007,7627,9499
4483,24814,21,Bill Watterson,1996.0,It's a Magical World: A Calvin and Hobbes Collection,It's a Magical World: A Calvin and Hobbes Collection,eng,4.75,22351,23429,264,36,57,850,3737,18749
4485,10033,75,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",1943.0,L'être et le néant,Being and Nothingness,en-GB,3.94,19897,21146,311,546,1167,4499,7637,7297
4487,27333,74,"Rachel Carson, Linda Lear, Edward O. Wilson",1962.0,Silent Spring,Silent Spring,en-US,3.94,24027,25328,1415,611,1311,5511,9428,8467
4488,13452375,24,Brandon Sanderson,2012.0,Legion,"Legion (Legion, #1)",eng,4.13,20291,24459,2235,147,605,4208,10448,9051
4489,23215469,11,Holly Madison,2015.0,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,eng,3.4,13213,20828,2379,1184,2800,7017,6203,3624
4490,10343389,52,James Patterson,2011.0,Kill Alex Cross,Kill Alex Cross (Alex Cross #18),eng,4.0,20206,24714,1499,219,988,5658,9447,8402
4491,18505784,26,Nadia Hashimi,2014.0,The Pearl that Broke Its Shell,The Pearl That Broke Its Shell,eng,4.12,19016,23155,2786,193,589,3582,10634,8157
4492,7826116,42,"Scott Westerfeld, Keith Thompson",2010.0,Behemoth,"Behemoth (Leviathan, #2)",en-US,4.18,30049,31954,2449,305,734,4949,12761,13205
4493,72536,26,Martha Stout,2005.0,The Sociopath Next Door,The Sociopath Next Door,eng,3.75,21550,23035,1896,705,1790,6318,7948,6274
4494,79422,14,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006.0,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",eng,4.22,23842,24131,330,294,693,3364,8751,11029
4495,3157876,34,Jeff Kinney,2007.0,,Do-It-Yourself Book (Diary of a Wimpy Kid),eng,4.17,20534,21542,657,1065,1398,2935,3541,12603
4497,261331,43,Jennifer Donnelly,2002.0,The Tea Rose,"The Tea Rose (The Tea Rose, #1)",eng,4.18,22448,25268,2496,447,969,3764,8584,11504
4498,8680418,38,Ben Aaronovitch,2011.0,Moon Over Soho,"Moon Over Soho (Peter Grant, #2)",eng,4.1,16566,28024,2098,95,514,4861,13637,8917
4499,17456328,27,Charles Belfoure,2013.0,The Paris Architect,The Paris Architect,eng,3.98,18925,24361,2844,369,1021,4808,10678,7485
4500,12954620,41,"Morgan Rhodes, Michelle Rowen",2012.0,Falling Kingdoms,"Falling Kingdoms (Falling Kingdoms, #1)",eng,3.83,32623,36097,5702,1214,2762,7893,13132,11096
4501,244383,40,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",2004.0,Ask and It Is Given: Learning to Manifest Your Desires,Ask and It Is Given: Learning to Manifest Your Desires,en-GB,4.18,17170,18266,504,417,797,2957,5034,9061
4502,7005479,82,"Isabel Allende, Margaret Sayers Peden",2009.0,La isla bajo el mar,Island Beneath the Sea,eng,4.01,18864,24500,2613,247,1035,4939,10388,7891
4503,99329,377,"Henry Fielding, Thomas Keymer, Alice Wakely",1749.0,"The History of Tom Jones, a Foundling","The History of Tom Jones, a Foundling",eng,3.73,24718,26988,765,998,2387,7183,8792,7628
4504,80176,372,Sherwood Anderson,1919.0,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio",eng,3.84,20125,24741,1780,652,1832,6013,8681,7563
4505,22717015,25,Jamie McGuire,2015.0,Beautiful Redemption,"Beautiful Redemption (The Maddox Brothers, #2)",eng,4.15,28845,33443,2745,311,1302,5727,11985,14118
4506,89656,67,Sue Grafton,1986.0,C is for Corpse,"C is for Corpse  (Kinsey Millhone, #3)",en-US,3.87,29204,31679,910,121,879,9759,13100,7820
4507,156533,14,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004.0,Y: The Last Man Vol. 5: Ring of Truth,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",eng,4.27,24606,24850,418,234,496,3204,9286,11630
4508,15096,78,Joanne Harris,2001.0,Five Quarters of the Orange,Five Quarters of the Orange,eng,3.83,23332,26429,2091,326,1486,6971,11174,6472
4510,2748,41,Douglas Coupland,1995.0,Microserfs,Microserfs,en-US,3.88,19516,21243,808,290,1316,5267,8251,6119
4511,15799936,18,"Matthew Inman, The Oatmeal",2012.0,How to Tell If Your Cat Is Plotting to Kill You,How to Tell If Your Cat Is Plotting to Kill You,eng,3.95,22994,24479,1522,706,1572,5129,7843,9229
4512,93947,76,David Baldacci,2007.0,Simple Genius,"Simple Genius (Sean King & Michelle Maxwell, #3)",eng,3.89,22171,26021,1424,238,1183,6623,11069,6908
4514,8960,56,Darren Shan,2001.0,"Vampire Mountain (Cirque du Freak, #4) ","Vampire Mountain (Cirque Du Freak, #4)",eng,4.16,23847,25972,665,150,906,4915,8573,11428
4515,14185,112,Philip K. Dick,1965.0,The Three Stigmata of Palmer Eldritch,The Three Stigmata of Palmer Eldritch,eng,4.01,20140,23575,1114,196,1027,5048,9445,7859
4516,23128304,39,"Haruki Murakami, Ted Goossen",2005.0,ふしぎな図書館  Fushigi na toshokan,The Strange Library,en-GB,3.55,18806,24836,3995,542,2308,8867,9174,3945
4517,9598,67,Kurt Vonnegut Jr.,1982.0,Deadeye Dick,Deadeye Dick,eng,3.8,19212,20466,637,119,992,6194,8685,4476
4518,8579016,11,Rhonda Byrne,2009.0,"The Power (The Secret, #2)","The Power (The Secret, #2)",eng,4.09,16917,18176,862,547,1014,3173,5016,8426
4519,181886,40,"Diana L. Paxson, Marion Zimmer Bradley",2004.0,Ancestors of Avalon ,"Ancestors of Avalon (Avalon, #5)",eng,3.89,21408,22025,140,1080,1552,4634,6173,8586
4520,398323,71,"Per Petterson, Anne Born",2003.0,Ut og stjæle hester,Out Stealing Horses,eng,3.79,19199,22962,3715,466,1735,5768,9184,5809
4521,51078,7,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",1993.0,"Batman: Knightfall, Part One: Broken Bat","Batman: Knightfall, Vol. 1: Broken Bat",eng,4.08,18298,18401,191,275,952,3612,5691,7871
4522,25451555,17,"Brian K. Vaughan, Fiona Staples",2015.0,"Saga, Volume Five","Saga, Vol. 5 (Saga, #5)",eng,4.44,29429,30292,2570,154,389,2442,10419,16888
4523,206196,29,Brad Thor,2002.0,The Lions of Lucerne,"The Lions of Lucerne (Scot Harvath, #1)",eng,4.04,18770,22883,1129,385,915,4281,9077,8225
4524,102733,82,"Stephen King, Willem Dafoe",1989.0,Four Past Midnight,One Past Midnight: The Langoliers,eng,3.82,22326,26431,360,415,1823,7507,9151,7535
4525,207569,46,Elizabeth George Speare,1983.0,The Sign of the Beaver,The Sign of the Beaver,eng,3.77,20450,25600,1317,728,1976,6936,8879,7081
4526,46227,72,"John Fante, Charles Bukowski",1939.0,Ask the dust ,"Ask the Dust (Arturo Bandini, #3)",eng,4.14,16226,20506,1398,212,758,3429,7679,8428
4527,470495,21,Rick Bragg,1997.0,All Over But the Shoutin',All Over But the Shoutin',eng,4.09,21072,21783,1444,266,881,4059,8065,8512
4528,32433,50,"Leigh Nichols, Dean Koontz",1979.0,The Key to Midnight,The Key to Midnight,en-US,3.93,22578,23143,236,223,1091,6241,8001,7587
4529,13554713,36,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012.0,Grimm Tales for Young and Old,Fairy Tales from the Brothers Grimm: A New English Version,eng,4.11,17219,18829,812,290,669,3493,6683,7694
4530,43886,29,Terry Goodkind,1998.0,"Debt of Bones (The Sword of Truth, #0.5)","Debt of Bones (Sword of Truth, #0.5)",eng,3.85,23279,24194,496,389,1611,6731,7936,7527
4531,26114,134,Milan Kundera,1967.0,Žert,The Joke,eng,3.99,16464,20673,822,154,781,4599,8803,6336
4532,12326627,46,Philippa Gregory,2013.0,The White Princess,"The White Princess (The Plantagenet and Tudor Novels, #5)",eng,3.85,22584,26092,2390,476,1630,6526,10199,7261
4533,377425,59,Stephen Coonts,1986.0,Flight of the Intruder,Flight of the Intruder (Jake Grafton #1),eng,4.04,21765,22410,134,259,748,4743,8732,7928
4534,11313,53,Susan Cooper,1977.0,Silver on the Tree,"Silver on the Tree (The Dark is Rising, #5)",eng,4.16,25818,27545,552,254,918,4890,9674,11809
4535,225774,54,Enid Bagnold,1935.0,National Velvet,National Velvet,eng,4.09,22682,23157,195,327,942,4811,7227,9850
4536,211099,49,Richard Branson,2011.0,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",eng,3.97,26225,28791,844,1260,1359,5181,10085,10906
4537,1591,222,"Aristophanes, Sarah Ruden",-411.0,Λυσιστράτη,Lysistrata,eng,3.84,25758,28283,653,619,1930,7250,9958,8526
4538,5983057,60,Elizabeth Kostova,2010.0,The Swan Thieves,The Swan Thieves,eng,3.53,23399,26874,3969,1129,3216,8126,9059,5344
4539,12444166,24,Karen Marie Moning,2012.0,Iced,"Iced (Fever, #6)",eng,4.13,28890,32684,4066,651,1375,5501,10848,14309
4540,15062217,24,Peter Clines,2012.0,14,14,eng,3.92,20011,21210,2777,346,1150,4532,8919,6263
